sutta_uid,name,text
sf120,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf121,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf122,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf123,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf124,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf125,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf126,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf127,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf128,Okubo 1982,"ŌKUBO, Yusen 1982. The Ekottara-āgama Fragments of the Gilgit Manuscript: Romanized Text.  Bukkyōgaku Seminā 35: 120-91. "
sf129,Pauly 1957-1967,"PAULY, Bernard 1957-1967. Fragments Sanskrits de Haute Asie (Mission Pelliot), Journal Asiatique vol. 245 (1957) pp. 281-307; vol. 247 (1959) pp. 203-249; vol. 248 (1960) pp. 213-258 and pp. 509-538; vol. 249 (1961) pp. 333-410; vol. 250 (1962) pp. 593-612; vol. 252 (1964) pp. 197-271; vol. 253 (1965) pp. 83-121 and 183-187; vol. 254 (1966) pp. 245-304; vol. 255 (1967) pp. 231-241."
sf130,Pauly 1957-1967,"PAULY, Bernard 1957-1967. Fragments Sanskrits de Haute Asie (Mission Pelliot), Journal Asiatique vol. 245 (1957) pp. 281-307; vol. 247 (1959) pp. 203-249; vol. 248 (1960) pp. 213-258 and pp. 509-538; vol. 249 (1961) pp. 333-410; vol. 250 (1962) pp. 593-612; vol. 252 (1964) pp. 197-271; vol. 253 (1965) pp. 83-121 and 183-187; vol. 254 (1966) pp. 245-304; vol. 255 (1967) pp. 231-241."
sf131,Pauly 1957-1967,"PAULY, Bernard 1957-1967. Fragments Sanskrits de Haute Asie (Mission Pelliot), Journal Asiatique vol. 245 (1957) pp. 281-307; vol. 247 (1959) pp. 203-249; vol. 248 (1960) pp. 213-258 and pp. 509-538; vol. 249 (1961) pp. 333-410; vol. 250 (1962) pp. 593-612; vol. 252 (1964) pp. 197-271; vol. 253 (1965) pp. 83-121 and 183-187; vol. 254 (1966) pp. 245-304; vol. 255 (1967) pp. 231-241."
sf132,Pischel 1904a,"PISCHEL, R. 1904a. Bruchstücke des Sanskritkanons der Buddhisten aus Idykutšari, Chinesisch-Turkestan. Sitzungsberichte der Königlich Preussischen Akademie der Wissenschaften in Berlin 25: 807-827."
sf133,Pischel 1904a,"PISCHEL, R. 1904a. Bruchstücke des Sanskritkanons der Buddhisten aus Idykutšari, Chinesisch-Turkestan. Sitzungsberichte der Königlich Preussischen Akademie der Wissenschaften in Berlin 25: 807-827."
sf134,Pischel 1904b,"PISCHEL, R. 1904b. Neue Bruchstücke des Sanskritkanons der Buddhisten aus Idykutšari, Chinesisch-Turkestan. Sitzungsberichte der Königlich Preussischen Akademie der Wissenschaften in Berlin 25: 1138-1145."
sf135,Pischel 1904b,"PISCHEL, R. 1904b. Neue Bruchstücke des Sanskritkanons der Buddhisten aus Idykutšari, Chinesisch-Turkestan. Sitzungsberichte der Königlich Preussischen Akademie der Wissenschaften in Berlin 25: 1138-1145."
sf136,Salomon 2003,"SALOMON, Richard 2003. The Senior Manuscripts: Another Collection of Gandhāran Buddhist Scrolls. Journal of the American Oriental Society 123/1: 73-92."
sf137,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf138,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf139,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf140,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf141,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf142,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf143,Sander 1987,"SANDER, Lore 1987. Nachträge zu “Kleine Sanskrit-Texte Heft III-V” ( = Monographien zur indischen Archäologie, Kunst und Philologie, 3). Wiesbaden: Franz Steiner."
sf144,Schlingloff 1961,"SCHLINGLOFF, Dieter 1961. Zum Mahāgovindasūtra. Mitteilungen des Instituts für Orientforschung, Deutsche Akademie der Wissenschaften zu Berlin 7: 32-50."
sf145,Schlingloff 1962,"SCHLINGLOFF, Dieter 1962. Dogmatische Begriffsreihen im älteren Buddhismus Ia: Daśottarasūtra IX-X ( = Sanskrittexte aus den Turfanfunden, IVa). Berlin: Akademie-Verlag."
sf147,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
sf148,Speyer 1970a,"SPEYER, J. S. 1970a (1906). Avadānaśataka: A Century of Edifying Tales Belonging to the Hīnayāna, vol 1 (Bibliotheca Buddhica III). Osnabrück: Biblio Verlag."
sf149,Stache-Rosen 1968,"STACHE-ROSEN, Valentina 1968. Dogmatische Begriffsreihen im älteren Buddhismus II: Das Saṅgītisūtra und sein Kommentar Saṅgītiparyāya, nach Vorarbeiten von Kusum Mittal bearbeitet. Teil 1-2 ( = Sanskrittexte aus den Turfanfunden IX). Berlin: Akademie-Verlag."
sf150,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf151,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf152,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf153,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf154,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf155,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf156,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf157,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf158,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf159,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf160,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf161,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf162,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf163,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf164,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf165,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf166,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf167,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf168,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf169,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf170,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf171,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf172,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf173,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf174,Tripathi 1962,"TRIPĀṬHI, Chandrabhal 1962. Fünfundzwanzig Sūtras des Nidānasaṃyukta ( = Sanskrittexte aus den Turfanfunden VIII). Berlin: Akademie-Verlag."
sf175,Tripathi 1980,"TRIPĀṬHI, Chandrabhal 1980. Die Einleitung des Daśottarasūtra. Indianisme et Bouddhisme 23: 353-358. "
sf176,Tripathi 1985,"TRIPĀṬHI, Chandrabhal 1985. Saṅgīti-Sūtra, Nipāta II, und Ekottarāgama-Parallelen. In BECHERT, Heinz (ed.), Die Sprache der ältesten buddhistischen Überlieferung, Göttingen: Vandenhoeck & Ruprecht, 191-199."
sf177.1,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf177.2-3,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf180.11,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf180.12-13,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf183.11-13,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf183.21-23,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf186,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf194,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf196.14-15,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf196.21-22,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf199.22-23,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf199.91,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf203.101-105,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf203.106-111,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf206.42,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf206.511-513,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf206.521-523,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf210.61,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf210.333-335,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.11-14,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.21-24,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.31-34,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.41-44,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.51-54,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.61-64,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf217.71-74,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf225.3,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf225.8,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf225.61,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf225.y,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf225.z1-z4,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf235.11-12,Tripathi 1995,"TRIPĀṬHI, Chandrabhal 1995. Ekottarāgama-Fragmente der Gilgit-Handschrift. Reinbek: Dr Inge Wezler Verlag für Orientalistische Fachpublikationen."
sf239,Waldschmidt 1932,"WALDSCHMIDT, Ernst 1932. Bruchstücke buddhistischer Sūtras aus dem zentralasiatischen Sanskritkanon, I, herausgegeben und im Zusammenhang mit ihren Parallelversionen bearbeitet ( = Kleinere Sanskrit-Texte, IV). Leipzig: Deutsche Morgenländishe Gesellschaft. Reprinted 1979, Wiesbaden: Franz Steiner."
sf240,Waldschmidt 1932,"WALDSCHMIDT, Ernst 1932. Bruchstücke buddhistischer Sūtras aus dem zentralasiatischen Sanskritkanon, I, herausgegeben und im Zusammenhang mit ihren Parallelversionen bearbeitet ( = Kleinere Sanskrit-Texte, IV). Leipzig: Deutsche Morgenländishe Gesellschaft. Reprinted 1979, Wiesbaden: Franz Steiner."
sf241,Waldschmidt 1932,"WALDSCHMIDT, Ernst 1932. Bruchstücke buddhistischer Sūtras aus dem zentralasiatischen Sanskritkanon, I, herausgegeben und im Zusammenhang mit ihren Parallelversionen bearbeitet ( = Kleinere Sanskrit-Texte, IV). Leipzig: Deutsche Morgenländishe Gesellschaft. Reprinted 1979, Wiesbaden: Franz Steiner."
sf242,Waldschmidt 1932,"WALDSCHMIDT, Ernst 1932. Bruchstücke buddhistischer Sūtras aus dem zentralasiatischen Sanskritkanon, I, herausgegeben und im Zusammenhang mit ihren Parallelversionen bearbeitet ( = Kleinere Sanskrit-Texte, IV). Leipzig: Deutsche Morgenländishe Gesellschaft. Reprinted 1979, Wiesbaden: Franz Steiner."
sf243,Waldschmidt 1932,"WALDSCHMIDT, Ernst 1932. Bruchstücke buddhistischer Sūtras aus dem zentralasiatischen Sanskritkanon, I, herausgegeben und im Zusammenhang mit ihren Parallelversionen bearbeitet ( = Kleinere Sanskrit-Texte, IV). Leipzig: Deutsche Morgenländishe Gesellschaft. Reprinted 1979, Wiesbaden: Franz Steiner."
sf244,Waldschmidt 1932,"WALDSCHMIDT, Ernst 1932. Bruchstücke buddhistischer Sūtras aus dem zentralasiatischen Sanskritkanon, I, herausgegeben und im Zusammenhang mit ihren Parallelversionen bearbeitet ( = Kleinere Sanskrit-Texte, IV). Leipzig: Deutsche Morgenländishe Gesellschaft. Reprinted 1979, Wiesbaden: Franz Steiner."
sf245.1.1-33.3,Waldschmidt 1950-1951,"WALDSCHMIDT, Ernst 1950-1951. Das Mahāparinirvāṇasūtra: Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins, auf Grund von Turfan-handschriften. Teil I-III. Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1949/1, 1950/2, 1950/3. Berlin: Akademie-Verlag."
sf245.11.12-20,Waldschmidt 1950-1951,"WALDSCHMIDT, Ernst 1950-1951. Das Mahāparinirvāṇasūtra: Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins, auf Grund von Turfan-handschriften. Teil I-III. Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1949/1, 1950/2, 1950/3. Berlin: Akademie-Verlag."
sf245.14.1-26,Waldschmidt 1950-1951,"WALDSCHMIDT, Ernst 1950-1951. Das Mahāparinirvāṇasūtra: Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins, auf Grund von Turfan-handschriften. Teil I-III. Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1949/1, 1950/2, 1950/3. Berlin: Akademie-Verlag."
sf245.30.10-22,Waldschmidt 1950-1951,"WALDSCHMIDT, Ernst 1950-1951. Das Mahāparinirvāṇasūtra: Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins, auf Grund von Turfan-handschriften. Teil I-III. Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1949/1, 1950/2, 1950/3. Berlin: Akademie-Verlag."
sf245.34.1-169,Waldschmidt 1950-1951,"WALDSCHMIDT, Ernst 1950-1951. Das Mahāparinirvāṇasūtra: Text in Sanskrit und Tibetisch, verglichen mit dem Pali nebst einer Übersetzung der chinesischen Entsprechung im Vinaya der Mūlasarvāstivādins, auf Grund von Turfan-handschriften. Teil I-III. Abhandlungen der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1949/1, 1950/2, 1950/3. Berlin: Akademie-Verlag."
sf250,Waldschmidt 1953,"WALDSCHMIDT, Ernst 1953. Das Mahāvadānasūtra: Ein kanonischer Text über die sieben letzten Buddhas. Sanskrit, verglichen mit dem Pāli nebst einer Analyse der in chinesischer Übersetzung überlieferten Parallelversionen. Auf Grund von Turfan-Handschriften herausgegeben. Teil I-II. Abhandlungen der deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst, 1952/8, 1954/3."
sf251,Waldschmidt 1955a,"WALDSCHMIDT, Ernst 1955a. Zu einigen Bilinguen aus den Turfan-Funden. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1955/1: 1-20. Reprinted 1967 in BECHERT, Heinz (ed.). Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 238-257."
sf252,Waldschmidt 1955a,"WALDSCHMIDT, Ernst 1955a. Zu einigen Bilinguen aus den Turfan-Funden. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1955/1: 1-20. Reprinted 1967 in BECHERT, Heinz (ed.). Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 238-257."
sf253,Waldschmidt 1955b,"WALDSCHMIDT, Ernst 1955b. Die Einleitung des Saṅgītisūtra. Zeitschrift der deutschen morgenländischen Gesellschaft 105: 298-318. Reprinted 1967 in B BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 258-278."
sf254,Waldschmidt 1956a,"WALDSCHMIDT, Ernst 1956a. Ein Fragment des Saṃyuktāgama aus den “Turfan-Funden” (M476). Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1956/3: 45-53. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 279-287."
sf255,Waldschmidt 1956b,"WALDSCHMIDT, Ernst 1956b. A fragment from the Saṃyuktāgama found in Chinese-Turkestan (“Turfan”). Adyar Library Bulletin 20: 213-228. (Revised translation of Waldschmidt 1956a)."
sf256,Waldschmidt 1957a,"WALDSCHMIDT, Ernst 1957a. Identifizierung einer Handschrift des Nidānasaṃyukta aus den Turfanfunden. Zeitschrift der deutschen morgenländischen Gesellschaft 107: 372-401. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 288-317. "
sf257,Waldschmidt 1957b,"WALDSCHMIDT, Ernst 1957b. Sūtra 25 of the Nidānasaṃyukta. Bulletin of the School of Oriental and African Studies 20: 569-579. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 318-328."
sf258,Waldschmidt 1957c,"WALDSCHMIDT, Ernst 1957c. Das Upasenasūtra, ein Zauber gegen Schlangenbiss aus dem Saṃyuktāgama. Nachrichten der Akademie der Wissenschaften in Göttingen, Philologisch-Historische Klasse 1957/2: 27-44. Reprinted 1967 in BECHERT, Heinz (ed.), Ernst Waldschmidt, Von Ceylon bis Turfan, Schriften zur Geschichte, Literatur, Religion und Kunst des indischen Kulturraumes. Festgabe zum 70. Geburtstag am 15. Juli 1967, Göttingen: Vandenhoeck & Ruprecht, 329-346."
